route_id,stop_id,hour,day_of_week,traffic_level,rainfall_level,incident_flag,passenger_density_score,scheduled_travel_minutes,delay_minutes
TJ_02,TJ_DUKUH_ATAS,21,4,0,1,0,0.33120966005141145,8.0,2.002
TJ_02,TJ_DUKUH_ATAS,14,1,2,0,0,0.6194740678635218,18.0,3.077
MKT_01,TJ_DUKUH_ATAS,20,6,3,2,0,0.1341667048795009,14.0,3.856
TJ_01,TJ_DUKUH_ATAS,8,6,1,0,0,0.6703207508805439,14.0,3.086
TJ_01,TJ_DUKUH_ATAS,14,2,2,3,0,0.31098016670185874,20.0,1.949
TJ_01,TJ_LEBAK_BULUS,16,2,4,0,1,0.4234081341291503,20.0,9.376
TJ_01,TJ_BLOK_M,13,6,2,3,1,0.36469771116823263,11.0,7.833
MKT_01,TJ_TANAH_ABANG,12,5,2,1,0,0.27961380749219017,12.0,5.98
MKT_01,TJ_LEBAK_BULUS,12,3,2,0,1,0.15127791002556168,24.0,5.546
TJ_02,TJ_BLOK_M,16,2,2,1,1,0.36460809464641464,12.0,8.246
MKT_01,TJ_BLOK_M,19,3,2,1,0,0.13708741816921272,24.0,7.213
TJ_01,TJ_TANAH_ABANG,12,0,1,3,1,0.1858261732539504,6.0,8.204
TJ_01,TJ_TANAH_ABANG,9,3,3,1,0,0.5570206735827042,22.0,5.818
TJ_02,TJ_CAWANG,7,3,0,2,0,0.7426186516233142,16.0,3.727
MKT_01,TJ_TANAH_ABANG,15,2,0,0,1,0.8086286179272888,23.0,3.284
TJ_02,TJ_DUKUH_ATAS,12,0,2,0,0,0.21033431796964305,21.0,2.272
TJ_02,TJ_LEBAK_BULUS,12,4,1,1,0,0.2843686299111794,24.0,0.162
TJ_02,TJ_LEBAK_BULUS,7,4,1,0,0,0.6051195551748805,7.0,4.373
TJ_02,TJ_CAWANG,22,6,1,0,0,0.4537235600751311,15.0,2.1
MKT_01,TJ_BLOK_M,17,3,2,0,0,0.3634319816924092,6.0,5.786
MKT_01,TJ_LEBAK_BULUS,6,6,1,1,0,0.4952487419115368,21.0,4.243
TJ_01,TJ_DUKUH_ATAS,22,1,3,0,0,0.38284893950593496,19.0,3.433
TJ_02,TJ_LEBAK_BULUS,22,6,3,1,0,0.27536461595969436,19.0,3.654
TJ_01,TJ_CAWANG,13,1,3,3,0,0.2154079294030577,6.0,4.312
TJ_02,TJ_TANAH_ABANG,20,6,3,1,0,0.3472459264440638,12.0,4.177
MKT_01,TJ_CAWANG,16,5,2,0,1,0.048061948518524696,17.0,10.771
TJ_02,TJ_LEBAK_BULUS,16,6,3,0,0,0.16658774667360757,9.0,5.122
MKT_01,TJ_TANAH_ABANG,9,5,3,2,0,0.5529536263337305,23.0,7.506
MKT_01,TJ_LEBAK_BULUS,9,6,1,1,0,0.5724561167213311,19.0,6.093
TJ_02,TJ_LEBAK_BULUS,22,0,1,1,0,0.2696509158484832,15.0,3.8
TJ_02,TJ_CAWANG,8,5,3,0,0,0.670232371836054,17.0,6.327
TJ_02,TJ_BLOK_M,14,0,0,2,0,0.04094845857916371,10.0,0.0
TJ_01,TJ_TANAH_ABANG,18,1,5,0,1,0.20854921494384313,9.0,9.313
MKT_01,TJ_DUKUH_ATAS,17,5,3,0,0,0.4492113862730715,15.0,5.251
MKT_01,TJ_CAWANG,7,0,1,0,0,0.4396358333875737,11.0,6.369
TJ_01,TJ_DUKUH_ATAS,8,1,3,1,0,0.49102986647176,10.0,6.14
MKT_01,TJ_BLOK_M,20,2,0,1,0,0.2259482859762835,17.0,0.0
MKT_01,TJ_LEBAK_BULUS,21,5,1,3,0,0.8044159105360833,14.0,6.475
TJ_02,TJ_LEBAK_BULUS,18,3,1,3,0,0.0874502098235615,9.0,5.159
TJ_01,TJ_CAWANG,9,5,2,1,0,0.35636870643641216,12.0,3.744
TJ_02,TJ_TANAH_ABANG,18,2,1,0,0,0.14075782876551315,23.0,3.049
MKT_01,TJ_BLOK_M,17,6,2,2,1,0.09805899402166408,11.0,9.626
MKT_01,TJ_CAWANG,15,5,1,2,1,0.07827472528363313,22.0,8.584
TJ_01,TJ_TANAH_ABANG,14,5,1,2,0,0.05361271857419432,13.0,1.761
TJ_02,TJ_LEBAK_BULUS,18,6,2,2,0,0.33801595648938854,7.0,3.995
TJ_01,TJ_DUKUH_ATAS,18,6,4,0,0,0.21501230845172678,9.0,4.569
TJ_02,TJ_TANAH_ABANG,16,1,2,0,0,0.2701320832936981,13.0,4.129
MKT_01,TJ_BLOK_M,5,0,2,0,0,0.3698446446793991,20.0,5.348
TJ_02,TJ_DUKUH_ATAS,20,6,0,0,0,0.30538323581854643,8.0,1.979
MKT_01,TJ_DUKUH_ATAS,20,1,0,1,0,0.05650487945830455,21.0,2.17
TJ_02,TJ_LEBAK_BULUS,20,2,1,3,1,0.5677103009832825,21.0,8.002
TJ_01,TJ_LEBAK_BULUS,22,0,2,2,0,0.1972879980145237,24.0,3.197
TJ_01,TJ_BLOK_M,14,5,1,1,1,0.3625311804831025,10.0,6.162
TJ_02,TJ_TANAH_ABANG,19,6,1,0,1,0.2925782770016427,19.0,6.039
MKT_01,TJ_DUKUH_ATAS,20,2,2,3,0,0.11307233039113357,16.0,4.467
TJ_02,TJ_CAWANG,9,5,3,0,0,0.7888643460404605,24.0,7.661
TJ_01,TJ_LEBAK_BULUS,6,4,3,0,1,0.16890905087591732,10.0,5.99
MKT_01,TJ_CAWANG,21,5,2,0,0,0.5737832321664258,10.0,5.2
TJ_01,TJ_DUKUH_ATAS,14,5,1,0,0,0.32226399603168376,23.0,0.825
MKT_01,TJ_CAWANG,11,1,1,1,0,0.19940159551957967,21.0,1.625
MKT_01,TJ_CAWANG,16,5,2,3,0,0.3183556954664133,8.0,6.558
TJ_01,TJ_BLOK_M,10,2,3,1,0,0.2631945306251547,17.0,2.47
TJ_02,TJ_DUKUH_ATAS,18,3,2,1,0,0.19897745315836318,22.0,3.756
MKT_01,TJ_DUKUH_ATAS,18,6,4,1,0,0.33739941095014814,17.0,8.83
TJ_01,TJ_DUKUH_ATAS,12,3,0,1,1,0.3041329107775876,17.0,6.227
TJ_01,TJ_DUKUH_ATAS,6,4,2,0,0,0.07148971172539502,20.0,0.867
MKT_01,TJ_DUKUH_ATAS,12,4,2,0,0,0.5243084086681625,23.0,3.796
TJ_02,TJ_LEBAK_BULUS,20,2,0,3,0,0.36763512969639844,11.0,4.154
TJ_01,TJ_LEBAK_BULUS,11,4,0,0,1,0.6301096298437816,23.0,6.831
TJ_02,TJ_LEBAK_BULUS,22,6,2,3,1,0.1093407501028257,11.0,7.482
TJ_02,TJ_LEBAK_BULUS,17,5,2,0,0,0.531465584234809,7.0,4.302
TJ_01,TJ_TANAH_ABANG,14,1,2,0,0,0.2796109685026137,9.0,1.129
MKT_01,TJ_DUKUH_ATAS,5,5,2,1,0,0.2731227484255932,17.0,4.135
MKT_01,TJ_LEBAK_BULUS,8,4,2,3,0,0.7401849891713432,8.0,6.803
MKT_01,TJ_LEBAK_BULUS,15,2,3,2,0,0.0437117978683776,12.0,2.378
TJ_01,TJ_LEBAK_BULUS,16,1,3,1,0,0.5111907581163234,21.0,2.935
TJ_01,TJ_DUKUH_ATAS,20,1,0,0,0,0.2985099752496134,17.0,0.641
MKT_01,TJ_BLOK_M,21,3,2,3,1,0.323357758235019,20.0,9.609
TJ_01,TJ_TANAH_ABANG,6,4,0,1,0,0.690015455556739,19.0,0.0
MKT_01,TJ_LEBAK_BULUS,13,5,0,1,1,0.11279278009050099,24.0,5.441
TJ_02,TJ_TANAH_ABANG,14,5,0,3,1,0.3922140399657884,15.0,6.698
MKT_01,TJ_DUKUH_ATAS,17,4,2,3,0,0.2803302159921758,7.0,7.228
TJ_01,TJ_BLOK_M,14,2,1,2,0,0.26787014757612526,9.0,2.933
TJ_01,TJ_CAWANG,13,1,1,0,0,0.40424652823612234,19.0,2.564
TJ_02,TJ_LEBAK_BULUS,9,1,3,1,0,0.4966496398680112,14.0,6.08
TJ_01,TJ_BLOK_M,12,5,2,2,1,0.17210531931747033,16.0,5.677
MKT_01,TJ_DUKUH_ATAS,6,5,2,0,0,0.42092646910751463,15.0,2.905
TJ_02,TJ_TANAH_ABANG,22,5,1,0,1,0.2432435098610202,16.0,3.453
TJ_01,TJ_TANAH_ABANG,14,2,0,0,1,0.40149355960521027,6.0,5.201
TJ_01,TJ_DUKUH_ATAS,21,5,1,1,1,0.5112410561987322,10.0,2.9
MKT_01,TJ_BLOK_M,10,3,3,0,0,0.40719925182810446,19.0,5.31
MKT_01,TJ_LEBAK_BULUS,17,2,3,0,0,0.7757711888175959,12.0,7.444
TJ_01,TJ_BLOK_M,5,6,0,2,0,0.041486069512882764,12.0,2.383
TJ_01,TJ_TANAH_ABANG,21,1,1,1,0,0.0885842967149996,19.0,1.306
MKT_01,TJ_DUKUH_ATAS,13,4,1,0,1,0.4746482744506136,12.0,6.617
TJ_01,TJ_BLOK_M,8,6,3,0,1,0.3427356282289873,12.0,8.176
TJ_02,TJ_TANAH_ABANG,11,6,1,2,0,0.1945608128655387,15.0,3.572
MKT_01,TJ_DUKUH_ATAS,18,4,3,2,0,0.4506852840479158,23.0,7.066
MKT_01,TJ_CAWANG,19,4,1,0,0,0.2936660491860434,14.0,5.075
TJ_01,TJ_TANAH_ABANG,12,0,2,3,1,0.43393262151929984,22.0,7.949
TJ_02,TJ_LEBAK_BULUS,5,1,4,1,0,0.37081176083479406,6.0,4.431
MKT_01,TJ_LEBAK_BULUS,20,1,2,0,0,0.3773211173651724,9.0,6.699
TJ_02,TJ_LEBAK_BULUS,11,5,1,0,0,0.4490507772683091,7.0,0.682
TJ_02,TJ_BLOK_M,21,1,2,3,0,0.2543011009067848,12.0,2.876
MKT_01,TJ_TANAH_ABANG,18,3,4,0,0,0.5149254536721628,12.0,5.437
TJ_02,TJ_CAWANG,12,2,2,0,1,0.32372747417785563,10.0,8.093
TJ_02,TJ_CAWANG,13,0,0,3,0,0.3728800121142322,22.0,3.917
TJ_02,TJ_TANAH_ABANG,6,3,2,0,0,0.05988776579170679,13.0,0.544
MKT_01,TJ_LEBAK_BULUS,22,5,2,0,0,0.5493801644009102,12.0,3.278
TJ_01,TJ_TANAH_ABANG,17,3,4,3,0,0.1745064743185614,7.0,6.07
MKT_01,TJ_TANAH_ABANG,15,4,1,1,0,0.16844255466682867,19.0,5.76
TJ_01,TJ_CAWANG,16,3,1,0,1,0.6987160304926573,12.0,7.389
TJ_01,TJ_DUKUH_ATAS,9,2,4,0,0,0.2852346354638055,7.0,4.077
MKT_01,TJ_TANAH_ABANG,5,6,0,2,0,0.30942159971416655,20.0,3.917
TJ_02,TJ_LEBAK_BULUS,10,4,2,1,1,0.20356334109227106,8.0,6.737
TJ_01,TJ_DUKUH_ATAS,18,5,2,1,1,0.09789223383272459,6.0,3.919
TJ_01,TJ_BLOK_M,7,1,2,0,0,0.5808975471128357,19.0,4.797
TJ_02,TJ_BLOK_M,20,5,2,0,0,0.2628330700078454,7.0,3.324
TJ_01,TJ_DUKUH_ATAS,22,6,1,0,0,0.3704107832183565,14.0,1.984
TJ_02,TJ_BLOK_M,19,6,3,1,1,0.3241206179759345,24.0,8.715
TJ_01,TJ_CAWANG,21,4,1,2,0,0.59061928130732,19.0,3.395
TJ_01,TJ_TANAH_ABANG,11,0,0,0,0,0.4631975681831828,17.0,1.439
TJ_02,TJ_DUKUH_ATAS,7,0,3,0,1,0.5510854023055495,12.0,5.936
MKT_01,TJ_LEBAK_BULUS,5,2,1,1,1,0.14847299260286762,10.0,7.343
MKT_01,TJ_CAWANG,13,6,0,0,0,0.22313040654884309,16.0,0.749
MKT_01,TJ_LEBAK_BULUS,12,1,4,1,0,0.6163325883461365,8.0,4.512
TJ_01,TJ_DUKUH_ATAS,18,5,4,0,1,0.0329123944719426,10.0,7.637
MKT_01,TJ_TANAH_ABANG,17,6,2,1,1,0.1629227462380251,19.0,8.972
TJ_02,TJ_TANAH_ABANG,13,1,0,1,0,0.20931298038342816,22.0,2.025
TJ_02,TJ_BLOK_M,16,4,3,2,0,0.15501802944642254,21.0,2.663
TJ_02,TJ_CAWANG,10,0,3,0,0,0.05620372833631518,11.0,2.852
TJ_02,TJ_TANAH_ABANG,20,0,1,2,0,0.15618520656503862,12.0,1.82
TJ_02,TJ_LEBAK_BULUS,22,1,0,0,0,0.1716171785012483,16.0,0.0
TJ_01,TJ_TANAH_ABANG,22,1,2,0,1,0.4554280896538711,23.0,6.794
MKT_01,TJ_LEBAK_BULUS,8,0,2,2,1,0.7013495148169395,18.0,10.31
MKT_01,TJ_CAWANG,16,6,2,1,1,0.11318446491819811,8.0,7.5
MKT_01,TJ_LEBAK_BULUS,22,1,1,0,0,0.48397332297251827,24.0,3.769
MKT_01,TJ_TANAH_ABANG,19,1,0,1,0,0.2546767650381509,18.0,4.77
TJ_01,TJ_BLOK_M,10,0,1,0,0,0.451816947278166,14.0,2.623
TJ_01,TJ_TANAH_ABANG,10,3,4,1,0,0.020308068309816973,18.0,3.639
TJ_01,TJ_LEBAK_BULUS,20,0,3,1,0,0.44193820318008914,15.0,5.632
TJ_01,TJ_LEBAK_BULUS,16,0,3,3,0,0.25792993224729593,16.0,6.158
MKT_01,TJ_TANAH_ABANG,21,0,2,0,0,0.04738069776601793,17.0,4.094
TJ_02,TJ_BLOK_M,7,1,3,1,1,0.43514408517243447,20.0,6.924
TJ_02,TJ_LEBAK_BULUS,21,6,2,1,0,0.2642996741159017,7.0,5.053
TJ_01,TJ_TANAH_ABANG,9,5,1,1,0,0.40730220812666496,22.0,1.596
TJ_01,TJ_DUKUH_ATAS,11,6,3,3,1,0.1789357865444246,23.0,8.199
TJ_02,TJ_CAWANG,15,2,2,0,0,0.3956234325726305,10.0,2.649
TJ_01,TJ_LEBAK_BULUS,9,3,4,0,1,0.3639061893640262,11.0,9.821
MKT_01,TJ_TANAH_ABANG,20,2,2,2,0,0.14791154753427221,18.0,2.466
TJ_01,TJ_LEBAK_BULUS,21,6,2,0,0,0.3241040228762744,23.0,3.463
TJ_02,TJ_DUKUH_ATAS,13,3,1,2,0,0.07917931476591955,7.0,1.888
TJ_02,TJ_LEBAK_BULUS,10,4,1,0,0,0.2546484128770501,17.0,1.563
MKT_01,TJ_DUKUH_ATAS,15,4,3,0,0,0.1757020206802326,10.0,3.585
TJ_01,TJ_TANAH_ABANG,9,6,4,1,0,0.5460103637809386,6.0,5.029
TJ_02,TJ_LEBAK_BULUS,17,0,2,1,0,0.0945002646498425,10.0,1.812
TJ_01,TJ_TANAH_ABANG,22,1,1,1,1,0.37938932811072906,10.0,4.919
TJ_02,TJ_LEBAK_BULUS,8,1,2,2,0,0.4488622047037179,8.0,6.327
TJ_01,TJ_BLOK_M,14,1,2,2,0,0.315948407612637,11.0,4.911
MKT_01,TJ_BLOK_M,18,6,2,0,0,0.36513402101086084,9.0,2.939
TJ_02,TJ_TANAH_ABANG,6,0,1,0,0,0.47219489004514814,14.0,0.71
TJ_02,TJ_CAWANG,6,4,2,0,0,0.3033266601951605,23.0,2.369
TJ_01,TJ_CAWANG,8,6,3,0,0,0.33358197476242324,16.0,5.714
TJ_01,TJ_CAWANG,6,0,3,1,0,0.3888121120494047,10.0,3.274
TJ_02,TJ_TANAH_ABANG,17,0,1,0,1,0.5821004210732396,16.0,6.982
MKT_01,TJ_BLOK_M,22,0,1,1,0,0.11882193602582806,17.0,4.293
MKT_01,TJ_DUKUH_ATAS,5,0,2,0,0,0.23705615873504393,10.0,3.941
TJ_02,TJ_CAWANG,10,4,2,1,1,0.05512532391348987,24.0,4.877
TJ_02,TJ_CAWANG,7,1,3,1,0,0.702760049702438,15.0,9.067
TJ_01,TJ_CAWANG,5,1,2,2,0,0.48631320569521214,14.0,4.234
TJ_01,TJ_CAWANG,17,2,2,0,0,0.24949287943208692,14.0,5.019
TJ_02,TJ_DUKUH_ATAS,18,0,3,1,0,0.441384083108993,15.0,6.432
TJ_02,TJ_LEBAK_BULUS,10,6,2,2,0,0.11772372956164157,8.0,2.531
TJ_01,TJ_BLOK_M,14,3,1,0,0,0.34322410436113054,7.0,1.845
TJ_02,TJ_TANAH_ABANG,12,0,2,0,0,0.7108373662214121,13.0,1.627
TJ_01,TJ_LEBAK_BULUS,12,0,2,0,0,0.5269899765498208,8.0,3.15
TJ_02,TJ_TANAH_ABANG,12,3,0,3,0,0.14389368336681352,21.0,4.23
TJ_01,TJ_TANAH_ABANG,5,1,3,1,0,0.45328328127571155,6.0,4.366
TJ_02,TJ_LEBAK_BULUS,13,2,0,1,0,0.38917260071526766,20.0,0.865
TJ_02,TJ_CAWANG,6,6,2,0,0,0.17187618177202832,24.0,2.11
TJ_01,TJ_BLOK_M,14,5,3,1,1,0.3463260345459027,21.0,5.912
TJ_02,TJ_CAWANG,7,3,2,0,0,0.3241810229114965,24.0,4.819
MKT_01,TJ_BLOK_M,7,4,4,0,0,0.358771232791548,13.0,7.07
MKT_01,TJ_CAWANG,17,1,2,2,0,0.22253621390390238,17.0,5.121
TJ_02,TJ_DUKUH_ATAS,22,3,2,0,0,0.1454879855400846,22.0,0.07
TJ_02,TJ_TANAH_ABANG,16,0,3,0,0,0.8674961559506897,7.0,7.241
TJ_02,TJ_CAWANG,16,4,4,0,0,0.3318597231288297,14.0,5.571
MKT_01,TJ_TANAH_ABANG,17,5,1,3,0,0.5896592184241873,12.0,7.817
TJ_02,TJ_DUKUH_ATAS,12,1,3,0,0,0.40171970853198247,13.0,4.495
TJ_01,TJ_DUKUH_ATAS,17,5,2,1,0,0.3755708388099698,9.0,5.033
TJ_02,TJ_CAWANG,8,6,2,0,0,0.42175510368322144,21.0,4.355
TJ_02,TJ_CAWANG,16,6,4,1,0,0.399825396088672,8.0,7.853
