event_id,hashed_card_id,mode,operator,route_id,trip_id,tap_in_stop_id,tap_in_time,tap_out_stop_id,tap_out_time,payment_channel,fare_product,transfer_flag,validation_status
E00040,u0460,Transjakarta,Transjakarta,TJ_1,,TJ_BLOK_M,2026-05-23 08:00:00,KRL_KAMPUNG_BANDAN,2026-05-23 08:28:00,kmt,regular,True,valid
E00041,u0215,Transjakarta,Transjakarta,TJ_1,,TJ_BLOK_M,2026-05-23 08:45:00,TJ_MANGGARAI,2026-05-23 09:11:00,kmt,regular,True,valid
E00042,u0252,Transjakarta,Transjakarta,TJ_1,,TJ_BUNDARAN_HI,2026-05-23 09:09:00,LRT_VELODROME,2026-05-23 09:34:00,kmt,regular,False,valid
E00043,u0141,Transjakarta,Transjakarta,TJ_1,,TJ_DUKUH_ATAS,2026-05-23 11:48:00,TJ_BLOK_M,2026-05-23 12:18:00,bank_card,regular,False,valid
E00044,u0416,Transjakarta,Transjakarta,TJ_1,,TJ_BLOK_M,2026-05-23 09:15:00,TJ_BUNDARAN_HI,2026-05-23 09:42:00,app,student,False,valid
E00045,u0314,KRL,KRL,KRL_BK,,KRL_KAMPUNG_BANDAN,2026-05-23 09:27:00,TJ_DUKUH_ATAS,2026-05-23 09:48:00,app,student,False,valid
E00046,u0257,Transjakarta,Transjakarta,TJ_1,,TJ_LEBAK_BULUS,2026-05-23 08:53:00,TJ_CAWANG,2026-05-23 09:29:00,app,regular,False,valid
E00047,u0302,Transjakarta,Transjakarta,TJ_1,,TJ_BLOK_M,2026-05-23 09:17:00,TJ_KAMPUNG_BANDAN,2026-05-23 09:27:00,qris_tap,regular,False,valid
E00048,u0190,Transjakarta,Transjakarta,TJ_1,,TJ_BUNDARAN_HI,2026-05-23 09:51:00,TJ_SENAYAN,2026-05-23 10:07:00,app,senior,True,valid
E00049,u0245,Transjakarta,Transjakarta,TJ_1,,TJ_BUNDARAN_HI,2026-05-23 10:43:00,KRL_KAMPUNG_BANDAN,2026-05-23 11:04:00,app,student,False,valid
E00050,u0144,Transjakarta,Transjakarta,TJ_1,,TJ_SENAYAN,2026-05-23 08:42:00,TJ_DUKUH_ATAS,2026-05-23 09:14:00,kmt,student,True,valid
E00051,u0290,Transjakarta,Transjakarta,TJ_1,,TJ_KAMPUNG_BANDAN,2026-05-23 09:04:00,MRT_SENAYAN,2026-05-23 09:35:00,bank_card,senior,False,valid
E00052,u0400,KRL,KRL,KRL_BK,,KRL_CAWANG,2026-05-23 08:55:00,TJ_TANAH_ABANG,2026-05-23 09:32:00,emoney,senior,False,valid
E00053,u0084,Transjakarta,Transjakarta,TJ_1,,TJ_CAWANG,2026-05-23 09:01:00,KRL_TANAH_ABANG,2026-05-23 09:20:00,bank_card,regular,False,valid
E00054,u0261,Transjakarta,Transjakarta,TJ_1,,TJ_HARMONI,2026-05-23 09:36:00,MRT_SENAYAN,2026-05-23 10:01:00,kmt,regular,False,valid
E00055,u0244,Transjakarta,Transjakarta,TJ_1,,TJ_BLOK_M,2026-05-23 08:24:00,MRT_DUKUH_ATAS,2026-05-23 08:36:00,app,regular,True,valid
E00056,u0167,MRT,MRT,MRT_NS,,MRT_DUKUH_ATAS,2026-05-23 08:25:00,KRL_SUDIRMAN,2026-05-23 08:51:00,app,regular,False,valid
E00057,u0277,Transjakarta,Transjakarta,TJ_1,,TJ_DUKUH_ATAS,2026-05-23 08:51:00,TJ_LEBAK_BULUS,2026-05-23 09:19:00,kmt,regular,False,valid
E00058,u0468,Transjakarta,Transjakarta,TJ_1,,TJ_LEBAK_BULUS,2026-05-23 10:28:00,KRL_KAMPUNG_BANDAN,2026-05-23 10:47:00,bank_card,senior,False,valid
E00059,u0439,KRL,KRL,KRL_BK,,KRL_CAWANG,2026-05-23 09:51:00,TJ_CAWANG,2026-05-23 10:20:00,app,regular,False,valid
E00060,u0007,MRT,MRT,MRT_NS,,MRT_DUKUH_ATAS,2026-05-23 10:36:00,MRT_BLOK_M,2026-05-23 11:04:00,kmt,regular,False,valid
E00061,u0272,Transjakarta,Transjakarta,TJ_1,,TJ_BUNDARAN_HI,2026-05-23 08:12:00,TJ_LEBAK_BULUS,2026-05-23 08:41:00,bank_card,senior,False,valid
E00062,u0418,Transjakarta,Transjakarta,TJ_1,,TJ_BUNDARAN_HI,2026-05-23 09:03:00,KRL_TANAH_ABANG,2026-05-23 09:33:00,bank_card,regular,False,valid
E00063,u0227,KRL,KRL,KRL_BK,,KRL_TANAH_ABANG,2026-05-23 09:45:00,MRT_LEBAK_BULUS,2026-05-23 10:14:00,bank_card,student,False,valid
E00064,u0328,KRL,KRL,KRL_BK,,KRL_TANAH_ABANG,2026-05-23 09:49:00,TJ_HARMONI,2026-05-23 10:11:00,bank_card,regular,True,valid
E00065,u0334,Transjakarta,Transjakarta,TJ_1,,TJ_DUKUH_ATAS,2026-05-23 07:42:00,TJ_BUNDARAN_HI,2026-05-23 07:50:00,emoney,senior,True,valid
E00066,u0419,MRT,MRT,MRT_NS,,MRT_DUKUH_ATAS,2026-05-23 09:11:00,KRL_MANGGARAI,2026-05-23 09:35:00,app,student,True,valid
E00067,u0027,KRL,KRL,KRL_BK,,KRL_SUDIRMAN,2026-05-23 09:05:00,MRT_DUKUH_ATAS,2026-05-23 09:25:00,bank_card,regular,False,valid
E00068,u0306,KRL,KRL,KRL_BK,,KRL_KAMPUNG_BANDAN,2026-05-23 09:48:00,MRT_SENAYAN,2026-05-23 10:16:00,bank_card,student,False,valid
E00069,u0188,Transjakarta,Transjakarta,TJ_1,,TJ_DUKUH_ATAS,2026-05-23 07:10:00,TJ_BLOK_M,2026-05-23 07:30:00,emoney,regular,True,valid
E00070,u0286,Transjakarta,Transjakarta,TJ_1,,TJ_SENAYAN,2026-05-23 09:25:00,KRL_CAWANG,2026-05-23 09:52:00,kmt,regular,False,valid
E00071,u0231,Transjakarta,Transjakarta,TJ_1,,TJ_SENAYAN,2026-05-23 10:04:00,TJ_LEBAK_BULUS,2026-05-23 10:30:00,kmt,regular,True,valid
E00072,u0067,Transjakarta,Transjakarta,TJ_1,,TJ_BLOK_M,2026-05-23 10:57:00,LRT_VELODROME,2026-05-23 11:16:00,app,regular,True,valid
E00073,u0474,Transjakarta,Transjakarta,TJ_1,,TJ_MANGGARAI,2026-05-23 08:58:00,TJ_SENAYAN,2026-05-23 09:16:00,kmt,regular,True,valid
E00074,u0237,Transjakarta,Transjakarta,TJ_1,,TJ_MANGGARAI,2026-05-23 08:32:00,MRT_DUKUH_ATAS,2026-05-23 09:05:00,qris_tap,student,False,valid
E00075,u0172,Transjakarta,Transjakarta,TJ_1,,TJ_SENAYAN,2026-05-23 08:42:00,MRT_BUNDARAN_HI,2026-05-23 09:11:00,kmt,regular,False,valid
E00076,u0256,Transjakarta,Transjakarta,TJ_1,,TJ_TANAH_ABANG,2026-05-23 09:00:00,LRT_VELODROME,2026-05-23 09:36:00,bank_card,regular,False,valid
E00077,u0192,MRT,MRT,MRT_NS,,MRT_LEBAK_BULUS,2026-05-23 08:49:00,KRL_KAMPUNG_BANDAN,2026-05-23 09:17:00,kmt,regular,False,valid
E00078,u0028,KRL,KRL,KRL_BK,,KRL_SUDIRMAN,2026-05-23 09:39:00,KRL_MANGGARAI,2026-05-23 10:01:00,kmt,regular,False,valid
E00079,u0208,Transjakarta,Transjakarta,TJ_1,,TJ_BLOK_M,2026-05-23 07:10:00,TJ_MANGGARAI,2026-05-23 07:19:00,qris_tap,regular,False,valid
E00080,u0183,Transjakarta,Transjakarta,TJ_1,,TJ_BLOK_M,2026-05-23 08:16:00,MRT_BLOK_M,2026-05-23 08:36:00,kmt,regular,False,valid
E00081,u0167,MRT,MRT,MRT_NS,,MRT_DUKUH_ATAS,2026-05-23 09:27:00,KRL_TANAH_ABANG,2026-05-23 09:49:00,bank_card,regular,False,valid
E00082,u0083,Transjakarta,Transjakarta,TJ_1,,TJ_DUKUH_ATAS,2026-05-23 09:20:00,KRL_SUDIRMAN,2026-05-23 09:52:00,emoney,student,False,valid
E00083,u0164,Transjakarta,Transjakarta,TJ_1,,TJ_BLOK_M,2026-05-23 10:20:00,MRT_BUNDARAN_HI,2026-05-23 10:49:00,bank_card,student,False,valid
E00084,u0076,Transjakarta,Transjakarta,TJ_1,,TJ_HARMONI,2026-05-23 09:15:00,KRL_KAMPUNG_BANDAN,2026-05-23 09:32:00,emoney,regular,False,valid
E00085,u0007,Transjakarta,Transjakarta,TJ_1,,TJ_HARMONI,2026-05-23 09:38:00,TJ_BLOK_M,2026-05-23 10:12:00,bank_card,regular,False,valid
E00086,u0324,Transjakarta,Transjakarta,TJ_1,,TJ_SENAYAN,2026-05-23 08:10:00,MRT_BUNDARAN_HI,2026-05-23 08:32:00,app,regular,False,valid
E00087,u0266,Transjakarta,Transjakarta,TJ_1,,TJ_BUNDARAN_HI,2026-05-23 09:42:00,TJ_DUKUH_ATAS,2026-05-23 10:10:00,app,student,False,valid
E00088,u0293,KRL,KRL,KRL_BK,,KRL_TANAH_ABANG,2026-05-23 08:54:00,TJ_LEBAK_BULUS,2026-05-23 09:10:00,kmt,regular,True,valid
E00089,u0196,Transjakarta,Transjakarta,TJ_1,,TJ_MANGGARAI,2026-05-23 08:06:00,MRT_DUKUH_ATAS,2026-05-23 08:33:00,bank_card,regular,False,valid
E00090,u0463,Transjakarta,Transjakarta,TJ_1,,TJ_BLOK_M,2026-05-23 09:44:00,MRT_LEBAK_BULUS,2026-05-23 10:13:00,bank_card,regular,True,valid
E00091,u0401,MRT,MRT,MRT_NS,,MRT_DUKUH_ATAS,2026-05-23 09:15:00,MRT_BUNDARAN_HI,2026-05-23 09:41:00,app,regular,False,valid
E00092,u0360,KRL,KRL,KRL_BK,,KRL_TANAH_ABANG,2026-05-23 08:44:00,MRT_DUKUH_ATAS,2026-05-23 08:59:00,kmt,regular,False,valid
E00093,u0209,Transjakarta,Transjakarta,TJ_1,,TJ_HARMONI,2026-05-23 10:59:00,KRL_CAWANG,2026-05-23 11:10:00,emoney,senior,False,valid
E00094,u0375,MRT,MRT,MRT_NS,,MRT_BLOK_M,2026-05-23 09:14:00,LRT_VELODROME,2026-05-23 09:35:00,qris_tap,student,True,valid
E00095,u0121,LRT,LRT,LRT_KG_V,,LRT_VELODROME,2026-05-23 08:28:00,TJ_BLOK_M,2026-05-23 08:54:00,kmt,student,False,valid
E00096,u0401,Transjakarta,Transjakarta,TJ_1,,TJ_CAWANG,2026-05-23 10:16:00,MRT_BLOK_M,2026-05-23 10:38:00,qris_tap,regular,False,valid
E00097,u0328,Transjakarta,Transjakarta,TJ_1,,TJ_BLOK_M,2026-05-23 09:32:00,TJ_DUKUH_ATAS,2026-05-23 09:58:00,app,student,False,valid
E00098,u0025,MRT,MRT,MRT_NS,,MRT_LEBAK_BULUS,2026-05-23 07:43:00,TJ_CAWANG,2026-05-23 08:03:00,qris_tap,regular,False,valid
E00099,u0350,MRT,MRT,MRT_NS,,MRT_DUKUH_ATAS,2026-05-23 09:16:00,KRL_CAWANG,2026-05-23 09:44:00,emoney,regular,False,valid
E00100,u0174,KRL,KRL,KRL_BK,,KRL_SUDIRMAN,2026-05-23 07:57:00,MRT_DUKUH_ATAS,2026-05-23 08:42:00,app,regular,False,valid
E00101,u0337,KRL,KRL,KRL_BK,,KRL_TANAH_ABANG,2026-05-23 08:42:00,MRT_BLOK_M,2026-05-23 08:58:00,qris_tap,student,True,valid
E00102,u0148,LRT,LRT,LRT_KG_V,,LRT_VELODROME,2026-05-23 09:41:00,MRT_BUNDARAN_HI,2026-05-23 10:03:00,bank_card,senior,True,valid
E00103,u0110,Transjakarta,Transjakarta,TJ_1,,TJ_KAMPUNG_BANDAN,2026-05-23 07:43:00,MRT_BUNDARAN_HI,2026-05-23 08:09:00,kmt,regular,False,valid
E00104,u0101,Transjakarta,Transjakarta,TJ_1,,TJ_BLOK_M,2026-05-23 10:40:00,TJ_KAMPUNG_BANDAN,2026-05-23 11:00:00,emoney,regular,False,valid
E00105,u0490,KRL,KRL,KRL_BK,,KRL_CAWANG,2026-05-23 08:40:00,MRT_BUNDARAN_HI,2026-05-23 09:04:00,qris_tap,student,False,valid
E00106,u0454,Transjakarta,Transjakarta,TJ_1,,TJ_BUNDARAN_HI,2026-05-23 07:17:00,KRL_CAWANG,2026-05-23 07:37:00,qris_tap,regular,False,valid
E00107,u0174,Transjakarta,Transjakarta,TJ_1,,TJ_DUKUH_ATAS,2026-05-23 08:17:00,MRT_BUNDARAN_HI,2026-05-23 08:48:00,emoney,regular,True,valid
E00108,u0392,MRT,MRT,MRT_NS,,MRT_LEBAK_BULUS,2026-05-23 09:25:00,MRT_BLOK_M,2026-05-23 09:56:00,emoney,regular,False,valid
E00109,u0214,Transjakarta,Transjakarta,TJ_1,,TJ_DUKUH_ATAS,2026-05-23 08:33:00,LRT_VELODROME,2026-05-23 09:04:00,app,senior,True,valid
E00110,u0018,Transjakarta,Transjakarta,TJ_1,,TJ_MANGGARAI,2026-05-23 09:18:00,TJ_BUNDARAN_HI,2026-05-23 09:26:00,qris_tap,regular,True,valid
E00111,u0024,Transjakarta,Transjakarta,TJ_1,,TJ_HARMONI,2026-05-23 08:02:00,TJ_BLOK_M,2026-05-23 08:25:00,bank_card,regular,True,valid
E00112,u0349,Transjakarta,Transjakarta,TJ_1,,TJ_BLOK_M,2026-05-23 08:56:00,KRL_CAWANG,2026-05-23 09:13:00,kmt,regular,True,valid
E00113,u0056,Transjakarta,Transjakarta,TJ_1,,TJ_BLOK_M,2026-05-23 08:59:00,TJ_KAMPUNG_BANDAN,2026-05-23 09:15:00,kmt,regular,True,valid
E00114,u0390,Transjakarta,Transjakarta,TJ_1,,TJ_MANGGARAI,2026-05-23 07:26:00,MRT_BUNDARAN_HI,2026-05-23 07:42:00,qris_tap,regular,True,valid
E00115,u0124,MRT,MRT,MRT_NS,,MRT_DUKUH_ATAS,2026-05-23 07:30:00,TJ_LEBAK_BULUS,2026-05-23 08:06:00,emoney,regular,True,valid
E00116,u0076,MRT,MRT,MRT_NS,,MRT_DUKUH_ATAS,2026-05-23 07:52:00,TJ_TANAH_ABANG,2026-05-23 08:21:00,bank_card,regular,True,valid
E00117,u0238,Transjakarta,Transjakarta,TJ_1,,TJ_BLOK_M,2026-05-23 09:46:00,KRL_KAMPUNG_BANDAN,2026-05-23 09:58:00,qris_tap,regular,False,valid
E00118,u0003,KRL,KRL,KRL_BK,,KRL_SUDIRMAN,2026-05-23 07:58:00,TJ_SENAYAN,2026-05-23 08:30:00,kmt,student,False,valid
E00119,u0484,Transjakarta,Transjakarta,TJ_1,,TJ_DUKUH_ATAS,2026-05-23 08:06:00,TJ_MANGGARAI,2026-05-23 08:28:00,app,senior,False,valid
E00120,u0159,MRT,MRT,MRT_NS,,MRT_LEBAK_BULUS,2026-05-23 10:08:00,TJ_BUNDARAN_HI,2026-05-23 10:31:00,qris_tap,regular,False,valid
E00121,u0192,Transjakarta,Transjakarta,TJ_1,,TJ_BLOK_M,2026-05-23 09:44:00,TJ_HARMONI,2026-05-23 10:11:00,bank_card,regular,True,valid
E00122,u0369,MRT,MRT,MRT_NS,,MRT_DUKUH_ATAS,2026-05-23 07:43:00,TJ_LEBAK_BULUS,2026-05-23 08:18:00,bank_card,regular,False,valid
E00123,u0061,MRT,MRT,MRT_NS,,MRT_DUKUH_ATAS,2026-05-23 09:12:00,MRT_BUNDARAN_HI,2026-05-23 09:40:00,emoney,regular,False,valid
E00124,u0292,LRT,LRT,LRT_KG_V,,LRT_VELODROME,2026-05-23 08:55:00,MRT_BLOK_M,2026-05-23 09:20:00,bank_card,regular,False,valid
E00125,u0066,Transjakarta,Transjakarta,TJ_1,,TJ_BUNDARAN_HI,2026-05-23 07:55:00,KRL_CAWANG,2026-05-23 08:14:00,qris_tap,regular,False,valid
E00126,u0298,Transjakarta,Transjakarta,TJ_1,,TJ_BLOK_M,2026-05-23 07:12:00,TJ_BUNDARAN_HI,2026-05-23 07:45:00,emoney,regular,False,valid
E00127,u0381,Transjakarta,Transjakarta,TJ_1,,TJ_MANGGARAI,2026-05-23 07:54:00,TJ_LEBAK_BULUS,2026-05-23 08:22:00,kmt,student,False,valid
E00128,u0257,Transjakarta,Transjakarta,TJ_1,,TJ_MANGGARAI,2026-05-23 07:45:00,KRL_KAMPUNG_BANDAN,2026-05-23 08:08:00,qris_tap,regular,False,valid
E00129,u0234,KRL,KRL,KRL_BK,,KRL_TANAH_ABANG,2026-05-23 08:22:00,MRT_DUKUH_ATAS,2026-05-23 08:43:00,bank_card,senior,False,valid
E00130,u0429,Transjakarta,Transjakarta,TJ_1,,TJ_DUKUH_ATAS,2026-05-23 08:31:00,KRL_KAMPUNG_BANDAN,2026-05-23 08:58:00,qris_tap,student,True,valid
E00131,u0326,Transjakarta,Transjakarta,TJ_1,,TJ_TANAH_ABANG,2026-05-23 09:01:00,MRT_DUKUH_ATAS,2026-05-23 09:25:00,app,student,False,valid
E00132,u0452,Transjakarta,Transjakarta,TJ_1,,TJ_BLOK_M,2026-05-23 10:33:00,KRL_TANAH_ABANG,2026-05-23 10:44:00,kmt,regular,False,valid
E00133,u0402,Transjakarta,Transjakarta,TJ_1,,TJ_BLOK_M,2026-05-23 10:50:00,TJ_BUNDARAN_HI,2026-05-23 11:23:00,app,student,False,valid
E00134,u0304,Transjakarta,Transjakarta,TJ_1,,TJ_BUNDARAN_HI,2026-05-23 09:07:00,TJ_CAWANG,2026-05-23 09:38:00,bank_card,senior,False,valid
E00135,u0384,Transjakarta,Transjakarta,TJ_1,,TJ_DUKUH_ATAS,2026-05-23 08:30:00,MRT_LEBAK_BULUS,2026-05-23 08:55:00,bank_card,regular,False,valid
E00136,u0477,Transjakarta,Transjakarta,TJ_1,,TJ_BUNDARAN_HI,2026-05-23 09:25:00,TJ_BLOK_M,2026-05-23 09:42:00,kmt,student,True,valid
E00137,u0029,Transjakarta,Transjakarta,TJ_1,,TJ_DUKUH_ATAS,2026-05-23 08:18:00,KRL_TANAH_ABANG,2026-05-23 08:32:00,kmt,regular,False,valid
E00138,u0479,Transjakarta,Transjakarta,TJ_1,,TJ_HARMONI,2026-05-23 09:16:00,TJ_DUKUH_ATAS,2026-05-23 09:41:00,emoney,regular,False,valid
E00139,u0053,MRT,MRT,MRT_NS,,MRT_BUNDARAN_HI,2026-05-23 08:46:00,TJ_BUNDARAN_HI,2026-05-23 09:10:00,emoney,senior,False,valid
E00140,u0069,Transjakarta,Transjakarta,TJ_1,,TJ_BLOK_M,2026-05-23 07:49:00,TJ_SENAYAN,2026-05-23 08:23:00,kmt,student,False,valid
E00141,u0227,Transjakarta,Transjakarta,TJ_1,,TJ_LEBAK_BULUS,2026-05-23 08:10:00,TJ_DUKUH_ATAS,2026-05-23 08:31:00,bank_card,student,True,valid
E00142,u0148,MRT,MRT,MRT_NS,,MRT_BLOK_M,2026-05-23 08:19:00,KRL_SUDIRMAN,2026-05-23 08:31:00,bank_card,student,False,valid
E00143,u0363,KRL,KRL,KRL_BK,,KRL_MANGGARAI,2026-05-23 10:35:00,KRL_SUDIRMAN,2026-05-23 11:09:00,bank_card,regular,False,valid
E00144,u0207,Transjakarta,Transjakarta,TJ_1,,TJ_DUKUH_ATAS,2026-05-23 07:55:00,MRT_SENAYAN,2026-05-23 08:24:00,emoney,student,True,valid
E00145,u0148,Transjakarta,Transjakarta,TJ_1,,TJ_LEBAK_BULUS,2026-05-23 10:26:00,KRL_SUDIRMAN,2026-05-23 10:54:00,bank_card,senior,True,valid
E00146,u0259,MRT,MRT,MRT_NS,,MRT_BUNDARAN_HI,2026-05-23 09:07:00,TJ_LEBAK_BULUS,2026-05-23 09:47:00,qris_tap,regular,False,valid
E00147,u0417,Transjakarta,Transjakarta,TJ_1,,TJ_BLOK_M,2026-05-23 09:04:00,MRT_BLOK_M,2026-05-23 09:32:00,emoney,regular,False,valid
E00148,u0127,Transjakarta,Transjakarta,TJ_1,,TJ_DUKUH_ATAS,2026-05-23 09:35:00,TJ_MANGGARAI,2026-05-23 10:07:00,bank_card,regular,True,valid
E00149,u0330,Transjakarta,Transjakarta,TJ_1,,TJ_HARMONI,2026-05-23 09:29:00,KRL_KAMPUNG_BANDAN,2026-05-23 09:56:00,bank_card,senior,False,valid
E00150,u0234,MRT,MRT,MRT_NS,,MRT_BLOK_M,2026-05-23 09:22:00,TJ_CAWANG,2026-05-23 09:50:00,app,regular,False,valid
